Depth,TVGR,TVRES,TVDT
4320.2352,38.49586105,1.12811,280.2932274
4320.3876,42.764431,1.01767,276.6133109
4320.54,46.42662048,0.96464,279.4911417
4320.6924,51.99433899,1.08368,285.3143045
4320.8448,56.55855942,0.85528,291.5202665
4320.9972,56.27682114,0.80701,293.4034072
4321.1496,53.95030975,0.86213,290.7000908
4321.302,52.54561996,0.89747,291.1684557
4321.4544,50.74430847,0.95192,291.0316756
4321.6068,47.35316086,0.83183,286.7537948
4321.7592,42.49935913,1.02661,279.3100038
4321.9116,38.27693939,1.12541,272.476378
4322.064,35.04550934,1.01862,274.5521654
4322.2164,31.43075943,0.97979,280.4474037
4322.3688,29.60972023,0.85306,284.289534
4322.5212,29.70183945,0.72314,286.533745
4322.6736,29.85156059,0.8315,284.497423
4322.826,30.65101051,0.74238,279.9675632
4322.9784,32.3009491,0.64827,274.7412908
4323.1308,35.85760117,1.09854,266.8263889
4323.2832,41.14260101,1.06512,260.6555118
4323.4356,44.94406128,1.04565,264.7717956
4323.588,48.65401077,0.94027,276.9884966
4323.7404,52.78440094,0.85191,289.4403455
4323.8928,55.94977951,0.85098,288.9684473
4324.0452,60.04415894,0.78081,276.9252535
4324.1976,63.41223907,0.7708,265.3141215
4324.35,63.71744919,0.88133,266.2411788
4324.5024,60.16695023,1.0152,277.2040682
4324.6548,56.72452927,1.00259,284.8884514
4324.8072,56.93740845,0.92138,286.8348383
4324.9596,55.51879883,0.86437,291.6253065
4325.112,50.6292305,0.8535,291.5810243
4325.2644,45.03121948,0.88866,282.8148176
4325.4168,39.47977066,0.94323,268.9558517
4325.5692,35.99546051,0.81438,258.4061977
4325.7216,36.8797493,0.75421,255.83764
4325.874,39.57413101,1.06527,261.2444226
4326.0264,42.62305069,1.00323,273.5652887
4326.1788,48.67932129,0.83731,282.3436025
4326.3312,57.15447998,0.80696,284.4911142
4326.4836,63.32236099,0.78769,282.447559
4326.636,64.54119873,0.78972,279.2374804
4326.7884,63.21094131,0.76525,278.846309
4326.9408,62.7878685,0.7656,280.9356348
4327.0932,62.51424026,0.85433,287.3038904
4327.2456,62.47291183,0.82996,298.7503281
4327.398,63.69104004,0.75174,302.0645733
4327.5504,63.03115082,0.75286,293.9759999
4327.7028,57.82883835,0.75649,288.4129312
4327.8552,48.21475983,0.86409,292.8129372
4328.0076,39.7381897,0.94362,294.5210523
4328.16,36.37776947,0.86314,287.0744208
4328.3124,37.55121994,0.7148,277.1689034
4328.4648,39.64530182,0.64199,270.2014436
4328.6172,40.4998703,0.93527,270.2447507
4328.7696,42.74798965,1.00375,278.4325415
4328.922,46.62541962,0.85756,284.6261818
4329.0744,52.0201416,0.84692,291.4289246
4329.2268,56.82946014,0.77626,299.5084546
4329.3792,59.55918884,0.79581,299.200863
4329.5316,59.85737991,0.77706,294.6673485
4329.684,58.590271,0.68267,297.1037133
4329.8364,59.00331116,0.65918,301.4078084
4329.9888,59.90169144,0.73985,302.0518373
4330.1412,58.9659996,0.87716,297.2989317
4330.2936,54.6921196,0.7367,288.8724802
4330.446,47.19044113,0.82709,283.0448397
4330.5984,39.25455093,0.88049,286.7127062
4330.7508,33.18907928,0.92163,292.9471944
4330.9032,30.04545975,0.90524,295.828165
4331.0556,29.11578941,0.6944,290.9618579
4331.208,29.03473091,0.61785,285.0259186
4331.3604,28.88006973,0.73906,275.6512467
4331.5128,30.29072952,0.84589,274.430064
4331.6652,33.9865303,0.84975,280.341746
4331.8176,36.65563965,0.89986,281.7553228
4331.97,39.99607086,0.9597,285.5612783
4332.1224,44.65052032,0.78779,287.8804892
4332.2748,46.82313919,0.79324,283.3448456
4332.4272,48.53192139,0.82146,282.7683727
4332.5796,48.86764145,0.81159,288.9550525
4332.732,48.00685883,0.81888,292.5839135
4332.8844,51.40367126,0.86795,290.9694522
4333.0368,52.8764801,0.74869,291.4183579
4333.1892,48.70278931,0.76787,294.6999427
4333.3416,46.90452957,0.8544,292.5562909
4333.494,46.58098984,0.81634,294.9118363
4333.6464,44.59545898,0.75009,297.215352
4333.7988,41.30807114,0.81311,290.601378
4333.9512,36.09506989,0.97661,280.6932415
4334.1036,32.75037003,0.73935,277.5203199
4334.256,32.96194077,0.59987,280.488918
4334.4084,33.62316895,0.94468,285.0955665
4334.5608,32.88682175,0.87183,286.4172288
4334.7132,33.59695816,0.81662,286.779382
4334.8656,36.57083893,0.84309,284.6877263
4335.018,38.44240952,0.82099,284.6184829
4335.1704,37.40380096,0.93431,285.257874
4335.3228,35.52986908,0.94306,279.4091207
4335.4752,34.71157074,0.9493,271.6785944
4335.6276,33.67935944,0.92126,269.3676801
4335.78,33.0177002,0.87375,275.5387654
4335.9324,33.30371857,0.87939,280.8280325
4336.0848,33.94157028,0.90031,278.8035225
4336.2372,35.8940506,0.87713,275.3064298
4336.3896,39.77574921,0.86558,280.6715879
4336.542,44.18117142,0.82987,289.3533465
4336.6944,48.54352188,0.79947,294.6824552
4336.8468,51.91868973,0.87533,297.7415198
4336.9992,53.70505142,0.85573,296.8126925
4337.1516,55.81219101,0.74351,292.0803969
4337.304,57.48160934,0.7365,284.3428315
4337.4564,55.36936188,0.85425,277.2497324
4337.6088,49.68238831,0.90345,282.0919619
4337.7612,42.42919159,0.90103,284.7083333
4337.9136,35.86571121,1.06073,274.562664
4338.066,32.4745903,0.86648,268.8797869
4338.2184,31.19042015,0.81804,270.675517
4338.3708,32.30945969,0.59317,273.1665297
4338.5232,34.82540131,0.59621,278.0621449
4338.6756,37.41188049,0.89295,293.044625
4338.828,44.30677032,1.03669,302.293149
4338.9804,52.42892075,0.79514,304.7464247
4339.1328,55.90819168,0.76421,302.2801837
4339.2852,57.64263916,0.76039,289.3740157
4339.4376,58.97011185,0.76082,278.1065913
4339.59,57.39445114,0.75737,276.0613582
4339.7424,52.36965942,0.85086,281.3183523
4339.8948,47.13753128,1.02857,288.1527763
4340.0472,47.34595108,1.10096,292.0772039
4340.1996,53.24895859,1.03177,293.4416922
4340.352,56.51486969,0.87352,291.5422583
4340.5044,54.86214066,0.85619,289.8969816
4340.6568,54.46918106,0.90858,292.3831147
4340.8092,54.03186035,0.80444,291.7446315
4340.9616,48.73432922,0.81033,283.0714969
4341.114,40.24533844,0.85937,280.8148911
4341.2664,33.46590042,0.73963,288.2618806
4341.4188,29.86455917,0.72685,295.5106637
