Depth,TVGR,TVRES,TVDT
4500.2196,58.4262619,1.14796,323.5156739
4500.372,48.25389862,1.543,344.005267
4500.5244,50.15103149,1.4383,329.5748031
4500.6768,59.3081398,0.96655,294.0209974
4500.8292,64.17321777,0.83746,271.3609159
4500.9816,60.00690079,0.99387,266.9078278
4501.134,55.01116943,1.20444,270.9105142
4501.2864,62.24845886,0.85973,265.7223598
4501.4388,74.50227356,0.69379,249.7109916
4501.5912,79.03365326,0.58131,262.6053593
4501.7436,76.34137726,0.57977,284.6541635
4501.896,68.82865143,0.73251,314.0462598
4502.0484,60.47563934,1.05113,342.7755408
4502.2008,57.18294144,1.2086,332.1840437
4502.3532,58.23395157,1.21261,297.6811971
4502.5056,58.49909973,1.08465,274.2682731
4502.658,59.2487793,0.93955,262.1923568
4502.8104,62.25138092,0.85293,251.7161903
4502.9628,61.03012848,0.89588,249.121122
4503.1152,59.76961136,0.84068,261.6978346
4503.2676,66.14331055,0.59499,296.4458661
4503.42,71.81455231,0.56001,344.50306
4503.5724,69.5700531,0.57099,346.1369082
4503.7248,60.90335083,0.78475,302.7815532
4503.8772,53.40861893,1.1665,256.8250741
4504.0296,53.6679306,1.16448,242.5718
4504.182,60.46659851,0.78832,252.2351085
4504.3344,69.05606079,0.63267,298.3211221
4504.4868,77.94158173,0.54863,336.5252625
4504.6392,82.44098663,0.54255,354.3743438
4504.7916,74.57095337,0.61317,361.2151003
4504.944,62.83871078,1.0021,346.4761605
4505.0964,54.83195114,1.3505,292.3154957
4505.2488,50.05661011,1.57669,241.9732182
4505.4012,47.53123856,1.29237,219.4189865
4505.5536,44.18798065,1.30453,219.5123864
4505.706,44.28828812,1.22399,239.5095078
4505.8584,47.40201187,1.15261,282.9320866
4506.0108,52.36899948,0.99313,319.6162433
4506.1632,61.04307938,0.64731,347.2384511
4506.3156,69.58054352,0.55255,325.0957734
4506.468,72.17709351,0.5563,270.8613583
4506.6204,64.7025528,0.79974,244.2163976
4506.7728,51.58182144,1.16913,248.932246
4506.9252,43.76821899,1.58337,262.457001
4507.0776,45.73419189,1.23413,266.8635171
4507.23,50.73192978,0.9369,270.5698819
4507.3824,55.59070969,0.85368,274.5149257
4507.5348,64.89360046,0.79476,288.2760253
4507.6872,76.83322144,0.6146,323.9336038
4507.8396,83.97662354,0.55283,355.8396902
4507.992,86.39743042,0.53577,365.5319382
4508.1444,87.998703,0.54941,348.554798
4508.2968,85.1281662,0.58791,310.0387337
4508.4492,73.1389389,0.83775,276.7408136
4508.6016,60.04531097,1.30011,257.2260499
4508.754,54.2731781,1.44853,248.1401037
4508.9064,54.1138916,1.0939,265.6762005
4509.0588,58.29930115,1.05137,296.914048
4509.2112,65.01055145,0.94288,307.6686292
4509.3636,66.99749756,0.56695,296.5998654
4509.516,64.68499756,0.56632,285.7390817
4509.6684,64.70700073,0.67925,285.525726
4509.8208,67.05721283,0.5298,302.8057743
4509.9732,68.06796265,0.5133,322.7412115
4510.1256,65.15209961,0.51805,331.3323872
4510.278,60.39773178,0.52844,316.860117
4510.4304,50.87358856,0.58236,279.2753964
4510.5828,37.54270172,1.11955,246.3774907
4510.7352,30.95795059,1.68392,238.607922
4510.8876,33.75794983,1.8503,239.2112111
4511.04,40.53712082,1.25826,240.796916
4511.1924,45.16181183,1.16778,246.6771654
4511.3448,47.5526886,1.29354,251.5485166
4511.4972,51.46107864,0.91838,253.9901478
4511.6496,54.41823959,0.81848,259.9898453
4511.802,54.03231812,0.86047,277.0062018
4511.9544,56.05656052,0.81918,297.2319872
4512.1068,62.08843994,0.58245,312.0454027
4512.2592,62.63199997,0.56997,306.7833171
4512.4116,54.52244186,0.62061,282.3234908
4512.564,46.65158081,0.82023,256.753937
4512.7164,41.68787003,1.45115,240.1530262
4512.8688,40.46854019,1.54249,235.3744143
4513.0212,44.5884285,1.28836,244.9816127
4513.1736,48.51491928,1.02413,254.470487
4513.326,50.19150162,0.82837,259.1087508
4513.4784,52.31972885,0.92152,265.5977746
4513.6308,55.2635994,0.90642,263.4230187
4513.7832,57.16292953,0.85016,261.5065617
4513.9356,58.98149872,1.04876,277.4697327
4514.088,64.18177032,0.90965,303.3330414
4514.2404,73.45633698,0.68297,314.8468476
4514.3928,79.43508911,0.67724,294.8672587
4514.5452,71.73964691,0.95247,253.9683712
4514.6976,55.59302902,1.5831,230.9373459
4514.85,44.05701828,2.12116,238.4061622
4515.0024,44.40629959,2.355,256.0757874
4515.1548,53.05337143,1.21529,270.1830709
4515.3072,57.76787186,0.76968,276.7375967
4515.4596,58.75223923,0.742,272.8286874
4515.612,60.7797699,0.75549,259.2516908
4515.7644,59.65217972,0.8489,248.3059516
4515.9168,57.24095154,0.9516,249.4410956
4516.0692,59.17945099,0.92137,260.299953
4516.2216,60.35002899,1.0129,290.5690408
4516.374,60.82434845,0.85324,319.0324803
4516.5264,67.08197784,0.69841,326.0613517
4516.6788,77.79354095,0.60549,302.8477415
4516.8312,86.48882294,0.55863,273.3134928
4516.9836,84.07971954,0.59498,255.5896502
4517.136,70.45484161,0.69188,247.9031319
4517.2884,55.14696884,1.07207,251.0283603
4517.4408,47.47597885,1.27095,256.5698526
4517.5932,48.59247971,1.12626,269.4154525
4517.7456,52.50048828,0.94464,289.8471129
4517.898,57.01008987,0.93653,306.619186
4518.0504,62.69614029,0.71498,303.2485414
4518.2028,67.84456635,0.66798,284.5302065
4518.3552,67.14396667,0.66991,269.3028731
4518.5076,60.710289,0.81012,258.0921401
4518.66,56.32873154,0.99934,252.8002416
4518.8124,55.51910019,1.07398,265.1228047
4518.9648,55.23052979,1.08624,293.0072178
4519.1172,56.10541916,0.98559,315.9261811
4519.2696,59.49298096,0.9735,319.4877111
4519.422,66.93115997,0.86881,300.752752
4519.5744,74.93920135,0.66118,271.9459807
4519.7268,72.9107132,0.73785,242.5575985
4519.8792,60.88985062,1.30608,231.6976508
4520.0316,50.23920059,1.90538,247.2935494
4520.184,46.18003082,1.81854,264.4900279
4520.3364,48.11151886,1.39949,264.4071522
4520.4888,53.95764923,1.05107,261.0183727
4520.6412,59.62208176,0.88126,261.6274897
4520.7936,62.72491074,0.81966,275.9278036
4520.946,63.0702095,1.06471,299.3836328
4521.0984,64.4088974,1.09502,309.9618396
4521.2508,74.03616333,0.86255,302.1621704
4521.4032,92.02987671,0.67826,278.9178245
4521.5556,104.0894,0.62805,257.9038796
4521.708,93.13953,0.66104,252.2477034
4521.8604,66.85378,0.88284,262.2591864
4522.0128,49.19903,1.13894,278.2700771
4522.1652,48.48331,1.18954,289.8583749
4522.3176,57.16239,0.80108,294.4309916
4522.47,61.95332,0.70182,292.0965675
4522.6224,59.39352,0.73056,279.9496847
4522.7748,58.64536,1.06056,266.6976729
4522.9272,59.80181,1.16441,257.605315
4523.0796,58.87408,1.1094,251.4383202
4523.232,58.65818,0.98936,252.129757
4523.3844,58.37602,1.10192,271.8873899
4523.5368,61.17202,1.0201,303.7443877
4523.6892,76.13529,0.77445,316.4312501
4523.8416,89.40344,0.60246,301.2938155
4523.994,80.1711,0.73952,277.0031514
4524.1464,63.02746,1.09532,263.1301615
4524.2988,57.01543,0.99161,259.4399606
4524.4512,56.59111,1.04168,263.1325459
4524.6036,56.64776,0.88923,264.3995208
4524.756,59.47689,0.75622,263.2755778
4524.9084,63.07716,0.79453,271.7510448
4525.0608,63.92236,0.88417,276.2971835
4525.2132,62.7443,0.79134,266.208475
4525.3656,60.39973,0.92385,254.6886625
4525.518,56.80719,1.19041,258.8224121
4525.6704,55.72992,1.18604,278.5679134
4525.8228,61.9507,0.88563,302.7355643
4525.9752,69.92483,0.6049,316.616441
4526.1276,68.55853,0.54934,301.5620285
4526.28,58.62131,0.9135,278.5831577
4526.4324,48.59004,1.32817,259.6993226
4526.5848,45.35904,1.42414,253.7459795
4526.7372,48.89679,1.14399,261.0932646
4526.8896,52.78497,0.90897,271.8628609
4527.042,56.43322,0.9385,269.9150262
4527.1944,60.15492,0.79601,264.1298255
4527.3468,61.76788,0.83503,262.4829959
4527.4992,63.08838,0.985,259.5730448
4527.6516,66.51176,0.85523,260.0113906
4527.804,70.96067,0.85985,281.9410372
4527.9564,76.77765,0.59282,312.2556918
4528.1088,81.98968,0.50509,327.6323053
4528.2612,82.78085,0.52693,317.3054462
4528.4136,76.17149,0.62964,289.183727
4528.566,60.84668,0.88696,270.8976369
4528.7184,47.90452,1.15329,261.3980755
4528.8708,46.4237,1.00232,254.57865
4529.0232,50.18398,1.06904,258.0099327
4529.1756,51.11439,1.08584,269.0855175
4529.328,50.46172,0.917,268.8954756
4529.4804,52.09484,0.97124,270.7779633
4529.6328,56.67823,1.02821,270.4780184
4529.7852,61.88811,0.74695,265.5879265
4529.9376,61.67756,0.89889,264.6175325
4530.09,57.90598,0.90022,276.756817
4530.2424,61.33315,0.74816,303.9414512
4530.3948,70.21185,0.57579,323.5772496
4530.5472,69.31186,0.62777,330.5846577
4530.6996,58.17402,0.99273,317.8656463
4530.852,49.92872,1.20344,289.2972958
4531.0044,48.99191,1.14469,273.7516404
4531.1568,52.54568,0.95995,270.7648275
4531.3092,56.5285,0.95079,273.8474248
4531.4616,59.05891,0.99826,254.8225488
4531.614,59.69102,0.97246,235.6271716
4531.7664,57.89053,1.17761,233.5319491
4531.9188,58.09559,1.18672,252.7318059
4532.0712,65.32427,0.88612,300.9309592
4532.2236,76.61733,0.66254,333.6135171
4532.376,83.7802,0.51731,340.0974409
4532.5284,79.52821,0.51493,332.8800633
4532.6808,66.16227,0.67365,314.5895973
4532.8332,53.24522,1.09735,285.6422815
4532.9856,46.83506,1.50112,261.5608025
4533.138,49.0452,1.28176,254.7031955
4533.2904,55.4023,1.00753,261.5952034
4533.4428,59.49277,0.82176,279.0413694
4533.5952,59.8638,0.83115,285.6535433
4533.7476,58.76293,0.92325,270.3917323
4533.9,59.48972,1.06329,247.9936766
4534.0524,60.85031,1.30318,235.3719103
4534.2048,61.06941,1.17989,234.3005636
4534.3572,64.54196,0.89915,258.3300138
4534.5096,74.63416,0.71329,299.8270735
4534.662,84.74025,0.52262,324.0739999
4534.8144,85.60282,0.53599,331.9777605
4534.9668,78.38217,0.62801,318.5180446
4535.1192,67.41649,0.83881,284.1702491
4535.2716,55.69425,1.20166,253.1387196
4535.424,51.797,1.33418,235.5724622
4535.5764,55.58369,1.23565,237.0523277
4535.7288,61.00528,1.04143,248.9260188
4535.8812,66.69988,0.77592,257.5150363
4536.0336,67.86274,0.81657,266.321977
4536.186,67.26849,0.86636,284.1961942
4536.3384,71.62921,0.67113,323.6253281
4536.4908,78.44508,0.58527,339.7065267
4536.6432,80.70292,0.59724,335.4385529
4536.7956,73.93844,0.78364,308.7801283
4536.948,67.19873,0.9265,272.2379163
4537.1004,66.95069,0.76092,251.4301668
4537.2528,69.03121,0.88095,271.1599193
4537.4052,72.92705,0.93504,295.4122341
4537.5576,77.61791,0.77157,323.6404199
4537.71,83.24765,0.64583,346.6305774
4537.8624,82.32191,0.64356,334.6825791
4538.0148,68.49547,0.84299,288.9228908
4538.1672,55.06059,1.29694,235.4547716
4538.3196,50.8611,1.82872,211.7407664
4538.472,51.6572,1.62834,217.7892551
4538.6244,56.30431,1.23743,244.6152538
4538.7768,67.76683,0.88014,284.8967911
4538.9292,83.00465,0.69434,317.1856955
4539.0816,94.69719,0.56873,332.3217505
4539.234,95.2515,0.62193,328.6584077
4539.3864,82.30193,0.80558,308.0438276
4539.5388,65.89158,1.29433,266.2007651
4539.6912,57.23183,1.85126,232.1837494
4539.8436,57.66015,1.67962,226.4477675
4539.996,62.17681,1.18234,237.6674922
4540.1484,72.41051,0.74354,258.2677165
4540.3008,87.3182,0.61464,285.6725722
4540.4532,98.47119,0.56581,319.5924469
4540.6056,101.7706,0.61998,340.9667483
4540.758,91.80452,0.77646,339.7659939
4540.9104,76.72903,0.9252,319.4432578
4541.0628,69.67992,0.92104,291.4556923
4541.2152,65.74955,1.06786,265.8530836
4541.3676,61.21926,1.35899,252.9438326
4541.52,64.41089,1.30182,250.2979003
4541.6724,74.40416,0.75961,261.191601
4541.8248,81.54368,0.65012,284.6773143
4541.9772,88.75604,0.59062,317.396596
4542.1296,96.75979,0.57004,338.2890905
4542.282,93.73528,0.63511,344.076067
4542.4344,77.06541,0.83738,338.2530686
4542.5868,61.70375,1.49233,309.8152674
4542.7392,56.6018,1.6815,263.0244769
4542.8916,60.79526,1.12893,251.7683727
4543.044,68.99793,0.92732,255.7225053
4543.1964,69.03483,0.96213,251.8158031
4543.3488,61.16019,1.2636,240.6096838
4543.5012,56.99503,1.31126,236.9644381
4543.6536,65.87583,0.85309,252.8662706
4543.806,81.81439,0.65041,291.3162997
4543.9584,87.52552,0.60467,320.2428386
4544.1108,80.21326,0.72845,323.6981627
4544.2632,67.86163,1.05167,304.3723753
4544.4156,59.05579,1.62326,278.7698207
4544.568,56.38805,1.32691,262.4817542
4544.7204,56.32285,1.29672,254.1771649
4544.8728,57.64557,1.27323,247.4269781
4545.0252,61.722,0.98259,240.784308
4545.1776,69.38747,0.83796,242.3647695
4545.33,78.71335,0.68402,262.3887558
4545.4824,89.82086,0.58146,298.1706037
4545.6348,96.96172,0.51708,329.5400262
4545.7872,90.27997,0.59879,349.5662463
4545.9396,72.97108,0.80727,351.5084712
4546.092,59.16584,1.03753,327.4059065
4546.2444,56.77562,0.92982,293.7066264
4546.3968,57.3285,0.92256,277.914067
4546.5492,55.31767,1.13009,276.5061608
4546.7016,54.89162,1.1271,275.1511516
4546.854,58.16364,1.06069,269.3507218
4547.0064,64.17262,0.73925,259.9172068
4547.1588,69.05202,0.70357,256.252422
4547.3112,68.63203,0.83811,270.9419812
4547.4636,65.91142,1.1525,284.4607029
4547.616,72.3497,0.99177,282.0163312
4547.7684,90.14239,0.65138,272.9744758
4547.9208,103.893,0.55084,262.793099
4548.0732,98.74053,0.59754,261.7956037
4548.2256,81.16509,0.73517,283.8228346
4548.378,69.23428,1.13278,327.6290102
4548.5304,66.79688,1.73745,355.7265574
4548.6828,65.19046,2.23505,362.4694835
4548.8352,60.27851,2.37583,345.9495412
4548.9876,55.99002,2.39887,316.9999339
4549.14,56.79653,1.99962,281.0859076
4549.2924,65.884,1.34131,246.2564493
4549.4448,77.02271,0.80685,220.2828084
4549.5972,83.64632,0.6686,209.8313648
4549.7496,95.3081,0.61679,216.3455542
4549.902,102.4798,0.60918,228.9781935
4550.0544,87.73348,0.75533,253.7632402
4550.2068,69.61131,1.13646,292.3522454
4550.3592,65.08598,1.21875,324.336646
4550.5116,69.56641,0.92664,334.8979441
4550.664,76.18446,0.65142,321.4779762
4550.8164,78.59863,0.6627,289.3175853
4550.9688,75.67411,0.7262,258.0918635
4551.1212,70.14243,0.81446,251.8387598
4551.2736,64.13513,1.03511,260.114255
4551.426,63.92759,0.85739,272.6593629
4551.5784,70.52299,0.6264,272.0939179
4551.7308,73.36175,0.65502,264.6302136
4551.8832,70.41291,0.9562,268.6695837
4552.0356,66.29078,1.37263,283.9872047
4552.188,64.80759,1.29245,303.25
4552.3404,69.63642,0.98848,297.4231864
4552.4928,79.03769,0.74958,276.866107
4552.6452,91.40923,0.59411,266.8412883
4552.7976,102.628,0.55364,278.17533
4552.95,100.1336,0.60638,306.5267698
4553.1024,80.55608,0.72104,341.0590286
4553.2548,61.49498,1.11185,364.9288958
4553.4072,56.5275,1.33826,357.1318898
4553.5596,60.39816,1.00723,322.7746063
4553.712,64.7262,0.95701,283.5016015
4553.8644,64.96258,0.93783,264.4577403
4554.0168,63.23269,1.31056,269.0645956
4554.1692,73.3941,0.95137,281.7864543
4554.3216,91.27972,0.63427,286.9476362
4554.474,92.6421,0.65026,262.5672042
4554.6264,76.37241,0.85604,246.1452865
4554.7788,59.77237,1.09632,250.5013123
4554.9312,53.57614,1.72202,282.1755249
4555.0836,57.46043,1.45035,336.7060966
4555.236,60.42945,1.22532,351.7580127
4555.3884,55.0898,1.57974,336.8454321
4555.5408,48.32637,2.06128,308.0646729
4555.6932,46.40609,2.3096,279.741565
4555.8456,51.95596,1.99815,270.6732566
4555.998,65.91973,1.13587,273.1181102
4556.1504,81.23262,0.75324,274.3599081
4556.3028,93.40632,0.60564,264.0345001
4556.4552,96.01494,0.55731,225.12239
4556.6076,79.68018,0.7283,201.1932733
4556.76,59.13835,1.33383,214.2422114
4556.9124,51.72485,1.64156,246.0573292
4557.0648,51.48146,1.32928,291.4065833
4557.2172,53.96946,1.13084,330.2576465
4557.3696,57.94689,1.00082,356.6105643
4557.522,58.2853,1.09346,370.0570866
4557.6744,56.65467,1.39288,366.5245094
4557.8268,57.62032,1.32981,344.3602965
4557.9792,61.37023,1.15264,296.9695097
4558.1316,66.8525,0.99578,262.7358709
4558.284,79.05761,0.72648,252.7329017
4558.4364,96.31322,0.59166,258.9083355
4558.5888,107.348,0.57681,257.6048612
4558.7412,108.0701,0.59592,257.0203412
4558.8936,96.54617,0.70121,256.7896982
4559.046,77.04959,1.01523,255.2301114
4559.1984,62.81986,1.33856,275.4575359
4559.3508,61.47864,1.12212,324.3356681
4559.5032,66.22771,0.88302,362.3647912
4559.6556,67.66123,0.88076,353.4055394
4559.808,65.13444,0.96702,312.6547195
4559.9604,60.25567,1.37072,280.1551837
4560.1128,55.14393,1.56405,275.9977034
4560.2652,55.66974,1.60327,283.1554688
4560.4176,65.34755,1.05598,275.5783677
4560.57,79.83286,0.72766,250.5231687
4560.7224,93.34323,0.60323,234.9555996
4560.8748,100.905,0.56942,240.6224844
4561.0272,97.89999,0.55862,271.104977
4561.1796,83.25398,0.67764,323.4843217
4561.332,62.45599,1.18841,313.3562992
4561.4844,47.88678,1.74749,274.8664698
4561.6368,45.34122,1.59353,252.3292405
4561.7892,46.61328,1.58556,243.0862936
4561.9416,46.61275,1.50853,225.6216891
4562.094,47.14798,1.42359,226.3487833
4562.2464,48.56967,1.42582,230.5918665
4562.3988,50.43365,1.53334,240.3148096
4562.5512,54.18843,1.32578,254.8684011
4562.7036,63.52438,0.8946,262.2299869
4562.856,70.99839,0.83175,275.0639764
4563.0084,70.24332,0.89046,286.820867
4563.1608,72.32044,0.84622,304.8281593
4563.3132,79.91819,0.75184,327.3529364
4563.4656,89.70332,0.62963,325.0404364
4563.618,98.09554,0.58023,289.0751437
4563.7704,95.06313,0.62714,258.4521758
4563.9228,82.66142,0.83218,248.5953695
4564.0752,70.1083,1.2122,246.4714567
4564.2276,63.06861,1.59605,244.7794264
4564.38,61.9412,1.48424,250.6353128
4564.5324,62.34806,1.26364,271.8659717
4564.6848,64.40533,1.11871,303.7265909
4564.8372,72.62534,0.9933,328.1388946
4564.9896,86.88588,0.64434,350.477142
4565.142,99.73025,0.54563,340.7281955
4565.2944,106.8528,0.53315,299.6194226
4565.4468,102.499,0.57201,266.2450787
4565.5992,86.77525,0.68919,252.4390059
4565.7516,71.65896,0.90251,261.9857883
4565.904,61.10219,1.24045,274.3183819
4566.0564,55.50824,1.28145,279.9253845
4566.2088,57.14048,0.89132,276.9628921
4566.3612,62.67382,0.77181,276.0127608
4566.5136,64.92378,0.74241,279.1583673
4566.666,63.04737,0.81505,286.0013123
4566.8184,65.52724,0.86026,292.30479
4566.9708,74.46826,0.67415,300.129018
4567.1232,82.25986,0.59368,311.756405
4567.2756,85.11061,0.56015,326.3636905
4567.428,84.05446,0.60284,323.2458895
4567.5804,83.28038,0.62423,287.8241001
4567.7328,83.25739,0.58076,254.4579156
4567.8852,79.24576,0.58008,238.2304568
4568.0376,70.28786,0.72055,244.6666667
4568.19,61.98328,0.98021,269.1728269
4568.3424,61.24844,1.02287,300.0605852
4568.4948,66.21086,0.81394,330.3659725
4568.6472,73.65114,0.73496,340.4357823
4568.7996,80.7738,0.6979,311.5018818
4568.952,80.38432,0.6687,257.901334
4569.1044,73.47478,0.68466,216.8743561
4569.2568,64.71999,0.93422,206.7293307
4569.4092,51.00118,1.50462,206.5574147
4569.5616,35.16553,2.32615,206.8754749
4569.714,25.81757,2.64653,205.5985064
4569.8664,22.25503,2.51191,203.2240736
4570.0188,20.4599,2.36486,202.2181836
4570.1712,20.04603,2.23946,203.2902562
4570.3236,21.4829,2.25767,204.8336326
4570.476,22.43219,2.21077,199.7648118
4570.6284,21.50793,2.01315,195.898622
4570.7808,20.67178,2.08354,197.0183727
4570.9332,21.15252,2.4901,202.9378069
4571.0856,24.3051,2.17775,206.6542959
4571.238,27.29286,1.90696,209.4761959
4571.3904,25.8442,2.08943,211.0874524
4571.5428,22.73204,1.72077,208.924433
4571.6952,21.72399,1.69111,203.7494612
4571.8476,21.99573,1.59877,197.0342626
4572,21.99037,1.4921,193.2634514
4572.1524,21.73281,1.50905,193.5941285
4572.3048,22.00085,1.60686,193.0447879
4572.4572,22.95336,1.60258,190.8065131
4572.6096,24.20514,1.73607,192.3825575
4572.762,25.92524,1.92021,203.8913926
4572.9144,26.04901,2.08018,225.0447296
4573.0668,25.69927,2.01916,245.2462597
4573.2192,30.61492,1.97614,252.3845144
4573.3716,40.83168,1.49092,251.6115486
4573.524,52.10532,1.00255,255.3925299
4573.6764,59.84108,1.05305,258.109781
4573.8288,62.52462,1.03679,263.4268592
4573.9812,64.23405,0.96108,276.9380699
4574.1336,65.81142,1.03635,286.2472976
4574.286,66.04016,1.09246,286.7516452
4574.4384,67.62381,0.96153,282.7395112
4574.5908,71.02595,0.9164,269.1272966
4574.7432,78.14026,0.82872,253.7746063
4574.8956,85.90543,0.81141,255.7019751
4575.048,81.24368,1.02836,269.0088169
4575.2004,67.22752,1.22475,277.4216309
4575.3528,59.52331,1.43545,267.4543534
4575.5052,60.83855,1.45053,244.752911
4575.6576,69.978,1.1226,225.3070483
4575.81,83.46143,1.09482,212.9097065
4575.9624,85.04491,1.21365,204.019685
4576.1148,70.58809,1.91542,202.2111451
4576.2672,50.9826,2.98819,203.9983199
4576.4196,34.06939,4.45376,208.9378668
4576.572,26.11437,4.1038,213.8397237
4576.7244,24.55911,3.4539,216.7091608
4576.8768,25.08031,2.87406,213.9462209
4577.0292,26.40805,2.38311,208.1357051
4577.1816,27.07865,2.13374,203.4645669
4577.334,28.53802,2.0694,203.0226378
4577.4864,29.0554,2.32852,203.8842875
4577.6388,26.72869,2.07086,203.037545
4577.7912,24.72308,1.81551,200.7577246
4577.9436,25.76676,1.95562,199.6496943
4578.096,27.74833,1.99633,202.9667755
4578.2484,28.90825,2.16492,207.1894856
4578.4008,29.21876,2.46458,207.387667
4578.5532,28.52727,2.5292,201.1633858
4578.7056,28.43266,2.57209,194.0721785
4578.858,30.08474,2.73542,192.9569517
4579.0104,31.02636,2.23844,198.8519387
4579.1628,28.81927,2.28062,205.6945809
4579.3152,25.76142,2.51666,203.465196
4579.4676,25.72401,2.60833,205.0572873
4579.62,28.29235,2.72529,207.7856104
4579.7724,29.10678,2.90765,208.7965815
4579.9248,28.44244,3.2411,208.9770341
4580.0772,29.6768,3.60712,207.4784205
4580.2296,32.1815,4.12948,201.5895969
4580.382,33.17713,4.21632,193.1437602
4580.5344,32.93855,3.95946,191.1940033
4580.6868,33.13716,3.02929,193.0245007
4580.8392,32.21149,2.49601,196.2991777
4580.9916,30.83567,2.26329,201.9572433
4581.144,31.82369,2.2027,207.1072835
4581.2964,33.7712,2.284,211.3215223
4581.4488,33.02132,2.2764,212.7388352
4581.6012,30.76625,2.48448,209.7241604
4581.7536,29.94988,2.569,207.3529008
4581.906,32.37748,2.54499,211.2756086
4582.0584,38.18689,2.23112,224.539352
4582.2108,44.10212,1.61622,246.9246081
4582.3632,52.302,1.11418,275.122571
4582.5156,67.34651,0.80405,294.339895
4582.668,83.71098,0.70758,295.6532152
4582.8204,92.18478,0.78295,286.7002858
4582.9728,89.33913,0.81943,273.9385143
4583.1252,77.60596,0.92114,265.2497166
4583.2776,67.36824,1.02174,268.283748
4583.43,68.76431,0.97664,281.8342332
4583.5824,79.15469,0.83369,294.6438264
4583.7348,87.48287,0.7725,293.9263296
4583.8872,86.43584,0.76512,282.726378
4584.0396,77.43095,0.83343,269.3379265
4584.192,66.14036,0.97674,263.2837584
4584.3444,59.83174,1.21389,276.2286771
4584.4968,63.62218,1.16402,286.9525171
4584.6492,74.03616,1.01704,276.27058
4584.8016,84.54981,0.94415,251.2120439
4584.954,86.79635,0.99158,225.6234182
4585.1064,71.364,1.42684,209.4455381
4585.2588,46.31669,2.24249,201.062664
4585.4112,32.37546,2.69662,198.9379314
4585.5636,30.64867,2.74433,200.8463292
4585.716,31.03048,2.39164,204.1519679
4585.8684,33.26734,2.10336,207.4495309
4586.0208,35.02247,1.80716,209.2420702
4586.1732,32.86577,1.73027,210.1536021
4586.3256,30.18485,1.49011,206.6119059
4586.478,28.79652,1.50617,203.0879265
4586.6304,27.25606,1.71637,201.0948163
4586.7828,28.41337,1.66992,204.7904478
4586.9352,31.20027,1.48742,210.430088
4587.0876,30.67991,1.36059,211.8820328
4587.24,31.70505,1.16145,211.7409987
4587.3924,34.28408,1.28457,213.5363545
4587.5448,32.68764,1.34705,211.7639613
4587.6972,30.15813,1.4128,208.9477145
4587.8496,29.91302,1.78178,208.851706
4588.002,30.95047,1.43767,208.9163386
4588.1544,31.96512,1.24823,206.3894932
4588.3068,31.44426,1.59168,205.477078
4588.4592,29.69142,1.80952,204.5095569
4588.6116,31.52798,1.53229,202.7919522
4588.764,34.87513,1.09734,206.1275037
4588.9164,33.24698,1.34371,211.8571307
4589.0688,31.35316,1.3364,206.8559711
4589.2212,31.8415,1.18403,202.2240814
4589.3736,32.34525,1.35898,202.5661029
4589.526,32.84474,1.24833,208.3064729
4589.6784,33.67758,0.96333,213.3589665
4589.8308,34.64845,1.18328,209.1402769
4589.9832,33.9277,1.47404,204.031311
4590.1356,31.90308,2.1116,203.6754263
4590.288,30.47165,1.36179,203.4840494
4590.4404,29.7021,1.05293,203.1994751
4590.5928,28.98066,1.18248,204.1919291
4590.7452,27.96593,1.37444,202.7612616
4590.8976,27.24365,1.51964,196.4254683
4591.05,28.9157,1.47388,192.3568386
4591.2024,30.60552,1.22595,201.7678333
4591.3548,30.58429,1.70271,212.6006107
4591.5072,32.32064,2.05428,217.7479397
4591.6596,35.55745,1.43772,214.3155761
4591.812,35.59077,1.17567,209.3379265
4591.9644,32.53658,1.53384,207.3339895
4592.1168,31.62703,1.63684,209.0271722
4592.2692,32.9299,1.24686,210.9378393
4592.4216,33.53283,1.31968,213.0579738
4592.574,32.61959,1.34124,204.9840209
4592.7264,30.82112,1.51708,187.8568099
4592.8788,31.43777,1.23775,176.7320321
4593.0312,33.68768,1.28301,184.3635171
4593.1836,32.50647,1.28841,201.0341207
4593.336,29.84176,1.63719,208.865774
4593.4884,31.00534,1.86221,211.3067144
4593.6408,36.72363,1.19735,215.7506798
4593.7932,38.4941,1.25146,228.7545206
4593.9456,33.50171,1.41538,230.9492196
4594.098,31.26914,1.64944,231.1458701
4594.2504,31.67919,1.78639,227.2728843
4594.4028,31.97722,1.44959,218.5541339
4594.5552,33.85976,1.65395,216.0433071
4594.7076,36.61283,1.64946,223.7663256
4594.86,42.04147,1.00736,236.6475331
4595.0124,50.34716,0.7304,250.977284
4595.1648,56.46803,0.6917,257.1677291
4595.3172,58.89225,0.75872,263.6666675
4595.4696,63.2677,0.70811,283.0758359
4595.622,71.65369,0.646,311.5472589
4595.7744,78.8636,0.56496,334.3458005
4595.9268,80.26697,0.51689,341.6076115
4596.0792,75.82722,0.60589,323.2461647
4596.2316,68.1825,0.74926,289.4065051
4596.384,60.74192,0.83213,259.6881652
4596.5364,59.19045,0.91909,248.8200369
4596.6888,68.0562,0.80534,261.3231184
4596.8412,83.13094,0.58599,290.4415091
4596.9936,92.83378,0.56788,313.1357021
4597.146,92.00106,0.57936,318.8700787
4597.2984,82.19641,0.64681,309.4928538
4597.4508,65.73196,0.79968,289.5973968
